t    dx       dy       dz      rx.ry.rz   resp1       resp2       resp3    resp4       resp5       resp6      resp7    resp8     resp9          
5.8 -9.4E-05 3.6E-05 0.000294 2.2E-05 -4.26E-06 -1.1E-05 -440.558257 -169.963305 -0.001618 -502.884103 144.98817 -0.001078 -3270.038488 -7.185984 4.6E-05
6 -0.000106 4.8E-05 0.000339 3.1E-05 -8.11E-06 -3.01E-06 -440.557986 -169.96327 -0.001618 -502.882363 144.988632 -0.001071 -3270.015378 -7.185998 -0.00016
6.2 -0.000116 6E-05 0.000381 4E-05 -1.2E-05 6.92E-06 -440.557871 -169.963062 -0.001621 -502.8812 144.988395 -0.001077 -3269.995928 -7.186008 -0.000393
6.4 -0.000124 7.2E-05 0.000419 5E-05 -1.5E-05 1.9E-05 -440.557822 -169.962985 -0.001625 -502.880188 144.989549 -0.001079 -3269.979437 -7.186016 -0.000644
6.6 -0.000129 8.3E-05 0.000451 6.1E-05 -1.7E-05 3.2E-05 -440.55767 -169.962988 -0.001632 -502.87908 144.990153 -0.001054 -3269.96382 -7.186021 -0.000907
6.8 -0.000131 9.4E-05 0.000477 7.1E-05 -1.9E-05 4.6E-05 -440.557374 -169.963055 -0.00164 -502.87788 144.99073 -0.001055 -3269.94689 -7.186023 -0.001172
7 -0.000128 0.000103 0.000495 8.1E-05 -2.1E-05 6.1E-05 -440.557101 -169.963556 -0.001669 -502.876451 144.991026 -0.001046 -3269.927794 -7.186023 -0.001426
7.2 -0.00012 0.00011 0.000504 9.1E-05 -2.1E-05 7.7E-05 -440.556922 -169.963413 -0.001664 -502.87452 144.991408 -0.001045 -3269.907229 -7.186015 -0.001657
7.4 -0.000107 0.000114 0.000503 9.9E-05 -2.2E-05 9.2E-05 -440.556608 -169.963571 -0.001672 -502.872238 144.991873 -0.001035 -3269.886742 -7.185997 -0.00185
7.6 -8.7E-05 0.000115 0.000492 0.000105 -2.1E-05 0.000106 -440.556043 -169.963639 -0.001672 -502.870141 144.992428 -0.001018 -3269.868798 -7.185962 -0.001991
7.8 -6.2E-05 0.000113 0.00047 0.000109 -2E-05 0.000119 -440.555537 -169.963762 -0.001698 -502.868634 144.993059 -0.00099 -3269.856505 -7.185905 -0.002066
8 -2.9E-05 0.000106 0.000437 0.00011 -1.9E-05 0.00013 -440.555388 -169.963798 -0.001712 -502.86792 144.993727 -0.00095 -3269.852755 -7.185819 -0.002063
8.2 9.10E-06 9.4E-05 0.000393 0.000109 -1.8E-05 0.000139 -440.555449 -169.963847 -0.001735 -502.868187 144.994374 -0.000912 -3269.859091 -7.185702 -0.001969
8.4 5.4E-05 7.8E-05 0.000338 0.000104 -1.7E-05 0.000143 -440.555467 -169.963896 -0.001762 -502.869507 144.994935 -0.000873 -3269.875427 -7.185555 -0.001778
8.6 0.000103 5.7E-05 0.000274 9.4E-05 -1.7E-05 0.000144 -440.555519 -169.963963 -0.001791 -502.871705 144.99535 -0.000836 -3269.90043 -7.185382 -0.001484
8.8 0.000157 3.1E-05 0.0002 8.1E-05 -1.7E-05 0.000141 -440.555821 -169.964074 -0.001815 -502.874468 144.99558 -0.000814 -3269.932047 -7.18519 -0.001087
9 0.000214 1.55E-06 0.000119 6.4E-05 -1.8E-05 0.000133 -440.556324 -169.964226 -0.001818 -502.877496 144.995609 -0.000817 -3269.967834 -7.184984 -0.00059
9.2 0.000273 -3.2E-05 3.1E-05 4.2E-05 -2.1E-05 0.000121 -440.556767 -169.964391 -0.001821 -502.880555 144.995452 -0.000841 -3270.005503 -7.184775 -5.72E-07
9.4 0.000332 -6.9E-05 -6E-05 1.5E-05 -2.5E-05 0.000103 -440.55704 -169.964542 -0.001809 -502.883501 144.995139 -0.000879 -3270.043911 -7.184574 0.00067
9.6 0.000389 -0.000108 -0.000154 -1.5E-05 -3E-05 8.1E-05 -440.557312 -169.964662 -0.001789 -502.886334 144.994708 -0.000923 -3270.083299 -7.184384 0.001406
9.8 0.000442 -0.000148 -0.000247 -5E-05 -3.8E-05 5.5E-05 -440.557741 -169.964738 -0.001758 -502.889244 144.994192 -0.000971 -3270.124486 -7.184214 0.002189
10 0.000488 -0.000189 -0.000337 -8.7E-05 -4.8E-05 2.5E-05 -440.558264 -169.964755 -0.001713 -502.892513 144.993607 -0.001022 -3270.168452 -7.181427 0.010131
10.2 0.000527 -0.000229 -0.000422 -0.000127 -6E-05 -8.59E-06 -440.558784 -169.964705 -0.001665 -502.896301 144.992946 -0.001078 -3270.216258 -7.178965 0.022017
10.4 0.000556 -0.000266 -0.000499 -0.000169 -7.4E-05 -4.5E-05 -440.559364 -169.964592 -0.001612 -502.900577 144.992184 -0.001133 -3270.267657 -7.181685 0.020299
10.6 0.000574 -0.0003 -0.000565 -0.000212 -9.1E-05 -8.3E-05 -440.560099 -169.964435 -0.001562 -502.905235 144.991292 -0.001182 -3270.321314 -7.183488 0.020887
10.8 0.000578 -0.000329 -0.000618 -0.000255 -0.00011 -0.000122 -440.560953 -169.964256 -0.001523 -502.910108 144.990254 -0.001225 -3270.374251 -7.184974 0.022178
11 0.000568 -0.000352 -0.000655 -0.000296 -0.000131 -0.000161 -440.561812 -169.964076 -0.001495 -502.914812 144.989068 -0.001269 -3270.422776 -7.186536 0.023059
11.2 0.000542 -0.000368 -0.000674 -0.000335 -0.000155 -0.000199 -440.562577 -169.963905 -0.001475 -502.918772 144.987754 -0.001314 -3270.463176 -7.188126 0.023496
11.4 0.000501 -0.000377 -0.000673 -0.00037 -0.00018 -0.000235 -440.563181 -169.963743 -0.00146 -502.921615 144.986363 -0.00136 -3270.492092 -7.189673 0.0235
11.6 0.000444 -0.000377 -0.000652 -0.0004 -0.000206 -0.000269 -440.563596 -169.963578 -0.001448 -502.923192 144.984973 -0.001401 -3270.50724 -7.191115 0.023065
11.8 0.000372 -0.000367 -0.000609 -0.000424 -0.000234 -0.000298 -440.56385 -169.963397 -0.001436 -502.92348 144.983662 -0.001434 -3270.507828 -7.19239 0.022186
12 0.000284 -0.000348 -0.000544 -0.000441 -0.000262 -0.000323 -440.56396 -169.96319 -0.001418 -502.922526 144.982503 -0.001461 -3270.49455 -7.193442 0.020865
12.2 0.000184 -0.000319 -0.000457 -0.00045 -0.000289 -0.000343 -440.563883 -169.962948 -0.001395 -502.920503 144.981551 -0.001481 -3270.469002 -7.194225 0.019109
12.4 7.1E-05 -0.000281 -0.000351 -0.00045 -0.000316 -0.000358 -440.563628 -169.962671 -0.001372 -502.917688 144.980839 -0.001493 -3270.433038 -7.194699 0.01693
12.6 -5.2E-05 -0.000233 -0.000225 -0.000441 -0.000341 -0.000366 -440.563277 -169.96237 -0.001359 -502.914325 144.98038 -0.001493 -3270.388288 -7.194836 0.014351
12.8 -0.000183 -0.000177 -8.3E-05 -0.000421 -0.000363 -0.000367 -440.562904 -169.962073 -0.001347 -502.9105 144.980166 -0.001483 -3270.335677 -7.194625 0.011398
13 -0.000319 -0.000112 7.3E-05 -0.000391 -0.000382 -0.000361 -440.562479 -169.961808 -0.001347 -502.906147 144.980182 -0.001473 -3270.275578 -7.194058 0.008108
13.2 -0.000459 -4.1E-05 0.000239 -0.000351 -0.000397 -0.000349 -440.561901 -169.9616 -0.001352 -502.901132 144.980417 -0.001459 -3270.207553 -7.193145 0.00452
13.4 -0.000598 3.7E-05 0.000411 -0.0003 -0.000407 -0.000329 -440.561129 -169.961471 -0.001369 -502.89535 144.980872 -0.001434 -3270.131162 -7.191899 0.000679
13.6 -0.000736 0.00012 0.000585 -0.000239 -0.000412 -0.000303 -440.560222 -169.961432 -0.001399 -502.88872 144.981562 -0.0014 -3270.046457 -7.190345 -0.003363
13.8 -0.000868 0.000206 0.000756 -0.000169 -0.00041 -0.00027 -440.559214 -169.961481 -0.00144 -502.881254 144.982506 -0.001359 -3269.954534 -7.188509 -0.007552
14 -0.000991 0.000294 0.000919 -9.1E-05 -0.000402 -0.00023 -440.558054 -169.961603 -0.001482 -502.873129 144.983725 -0.001311 -3269.857598 -7.186421 -0.011827
14.2 -0.001105 0.000383 0.00107 -5.02E-06 -0.000387 -0.000185 -440.556721 -169.961775 -0.001525 -502.864665 144.98523 -0.001255 -3269.758818 -7.184122 -0.016127
14.4 -0.001205 0.00047 0.001203 8.7E-05 -0.000365 -0.000133 -440.555317 -169.961979 -0.001567 -502.856261 144.987011 -0.00119 -3269.662121 -7.181651 -0.020387
14.6 -0.001289 0.000556 0.001314 0.000184 -0.000336 -7.6E-05 -440.553973 -169.962205 -0.001603 -502.848343 144.989037 -0.001118 -3269.571513 -7.179052 -0.024539
14.8 -0.001356 0.000636 0.001399 0.000284 -0.0003 -1.5E-05 -440.552738 -169.96245 -0.00163 -502.841274 144.991252 -0.00104 -3269.490299 -7.176379 -0.028516
15 -0.001402 0.000712 0.001451 0.000387 -0.000257 5.1E-05 -440.551593 -169.962722 -0.001651 -502.835265 144.993583 -0.000965 -3269.420771 -7.173689 -0.032252
15.2 -0.001427 0.000779 0.00147 0.000489 -0.000206 0.00012 -440.550546 -169.963032 -0.001672 -502.830373 144.995953 -0.000895 -3269.364068 -7.171044 -0.03568
15.4 -0.001429 0.000838 0.00145 0.000589 -0.000149 0.000193 -440.549635 -169.963397 -0.001705 -502.826544 144.998289 -0.000831 -3269.320365 -7.168509 -0.038738
15.6 -0.001407 0.000887 0.001389 0.000686 -8.5E-05 0.000267 -440.54888 -169.963821 -0.001751 -502.823676 145.000533 -0.000767 -3269.28922 -7.166152 -0.041367
15.8 -0.00136 0.000924 0.001286 0.000777 -1.5E-05 0.000343 -440.548241 -169.964299 -0.00181 -502.82166 145.002644 -0.000701 -3269.27007 -7.164046 -0.043511
16 -0.001287 0.000947 0.001139 0.000861 6.1E-05 0.00042 -440.547684 -169.964814 -0.001872 -502.820428 145.004595 -0.000636 -3269.263005 -7.162263 -0.04512
16.2 -0.001188 0.000957 0.000949 0.000936 0.000142 0.000496 -440.547214 -169.965341 -0.001929 -502.820035 145.00637 -0.000576 -3269.268887 -7.160873 -0.046151
16.4 -0.001064 0.000952 0.000715 0.001 0.000229 0.00057 -440.546891 -169.965849 -0.001981 -502.820677 145.007953 -0.00052 -3269.289235 -7.159953 -0.046566
16.6 -0.000914 0.00093 0.00044 0.001052 0.000321 0.000641 -440.546772 -169.966308 -0.002024 -502.82264 145.009324 -0.000463 -3269.326182 -7.159574 -0.046334
16.8 -0.00074 0.000892 0.000125 0.00109 0.000418 0.000707 -440.546898 -169.966697 -0.002062 -502.82619 145.010446 -0.000403 -3269.381763 -7.15981 -0.045431
17 -0.000543 0.000836 -0.000225 0.001112 0.000518 0.000767 -440.547293 -169.967003 -0.002092 -502.831516 145.011269 -0.000345 -3269.457507 -7.16073 -0.043842
17.2 -0.000325 0.000762 -0.000605 0.001118 0.000623 0.000819 -440.547984 -169.967228 -0.002115 -502.838708 145.011736 -0.000294 -3269.553909 -7.162396 -0.041557
17.4 -8.7E-05 0.000669 -0.001012 0.001106 0.000731 0.000861 -440.548984 -169.967379 -0.002136 -502.847731 145.011788 -0.000255 -3269.670131 -7.164865 -0.038579
17.6 0.000168 0.000559 -0.001437 0.001076 0.00084 0.000892 -440.550292 -169.967473 -0.002157 -502.858392 145.011375 -0.00023 -3269.804154 -7.168183 -0.034916
17.8 0.000436 0.000431 -0.001875 0.001026 0.000951 0.000909 -440.551866 -169.967519 -0.002179 -502.870387 145.010462 -0.000219 -3269.953259 -7.172374 -0.030589
18 0.000715 0.000285 -0.002317 0.000957 0.001062 0.000911 -440.553638 -169.967524 -0.002202 -502.883384 145.009036 -0.000227 -3270.114249 -7.177448 -0.025629
18.2 0.001001 0.000124 -0.002754 0.000868 0.001172 0.000896 -440.555567 -169.967484 -0.002225 -502.897101 145.007102 -0.00025 -3270.284154 -7.18339 -0.02008
18.4 0.001289 -5.3E-05 -0.003177 0.00076 0.001278 0.000862 -440.557638 -169.967388 -0.002246 -502.911336 145.004686 -0.000289 -3270.460271 -7.190167 -0.014
18.6 0.001575 -0.000242 -0.003577 0.000633 0.001379 0.000809 -440.559852 -169.967218 -0.002253 -502.925964 145.001818 -0.000342 -3270.640635 -7.197712 -0.007457
18.8 0.001855 -0.000442 -0.003943 0.000488 0.001472 0.000736 -440.562187 -169.966958 -0.002252 -502.94091 144.998536 -0.000417 -3270.823513 -7.205939 -0.000537
19 0.002122 -0.00065 -0.004265 0.000326 0.001555 0.000643 -440.564616 -169.966593 -0.002228 -502.95611 144.994871 -0.000503 -3271.007069 -7.214737 0.006663
19.2 0.002372 -0.000863 -0.004533 0.000149 0.001625 0.000529 -440.567132 -169.966122 -0.002169 -502.971455 144.990855 -0.000605 -3271.189001 -7.223969 0.014032
19.4 0.002598 -0.001077 -0.004738 -4.2E-05 0.00168 0.000395 -440.569725 -169.965555 -0.00209 -502.986724 144.986519 -0.000736 -3271.366059 -7.233478 0.02145
19.6 0.002795 -0.001287 -0.00487 -0.000243 0.001716 0.000243 -440.572352 -169.964909 -0.001986 -503.00156 144.981898 -0.000888 -3271.533919 -7.243087 0.028784
19.8 0.002957 -0.001491 -0.004921 -0.000453 0.00173 7.5E-05 -440.574924 -169.964208 -0.001874 -503.015482 144.977041 -0.001055 -3271.687404 -7.252595 0.035899
20 0.003079 -0.001682 -0.004883 -0.000668 0.001721 -0.000108 -440.577341 -169.963478 -0.001755 -503.027927 144.972018 -0.001236 -3271.820668 -7.261792 0.042652
20.2 0.003154 -0.001857 -0.00475 -0.000885 0.001684 -0.0003 -440.579524 -169.962743 -0.001628 -503.038331 144.966921 -0.001432 -3271.927891 -7.270448 0.048903
20.4 0.00318 -0.00201 -0.004517 -0.0011 0.001619 -0.0005 -440.581405 -169.962017 -0.001497 -503.046194 144.961861 -0.001641 -3272.003839 -7.278327 0.054517
20.6 0.00315 -0.002137 -0.00418 -0.001309 0.001523 -0.000703 -440.582911 -169.961305 -0.001361 -503.051138 144.956967 -0.001855 -3272.044231 -7.28519 0.059361
20.8 0.003061 -0.002234 -0.003738 -0.001509 0.001396 -0.000905 -440.583977 -169.9606 -0.001219 -503.052909 144.952375 -0.002064 -3272.04612 -7.290794 0.06332
21 0.002912 -0.002295 -0.003192 -0.001694 0.001235 -0.001102 -440.584576 -169.959896 -0.001072 -503.051377 144.948218 -0.002262 -3272.007763 -7.29491 0.066288
21.2 0.002701 -0.002318 -0.002544 -0.001861 0.001043 -0.001287 -440.584695 -169.959189 -0.00092 -503.046522 144.94462 -0.002441 -3271.928414 -7.297322 0.06818
21.4 0.002427 -0.002299 -0.001799 -0.002005 0.000818 -0.001458 -440.58433 -169.958483 -0.000766 -503.03837 144.941693 -0.002593 -3271.807999 -7.297831 0.068931
21.6 0.002091 -0.002236 -0.000964 -0.002123 0.000564 -0.001609 -440.58347 -169.957792 -0.000616 -503.026943 144.939532 -0.002713 -3271.646625 -7.296276 0.068496
21.8 0.001696 -0.002128 -4.8E-05 -0.00221 0.000282 -0.001737 -440.582098 -169.957136 -0.000471 -503.01222 144.938218 -0.002799 -3271.444699 -7.292523 0.066855
22 0.001246 -0.001974 0.000937 -0.002264 -2.5E-05 -0.001837 -440.580191 -169.956545 -0.000341 -502.994163 144.937822 -0.00285 -3271.202849 -7.286477 0.064013
22.2 0.000747 -0.001774 0.001976 -0.002281 -0.000352 -0.001906 -440.577734 -169.956051 -0.000231 -502.972757 144.938411 -0.002864 -3270.921998 -7.278094 0.059996
22.4 0.000205 -0.001529 0.003055 -0.002259 -0.000695 -0.001942 -440.574721 -169.955686 -0.000156 -502.948049 144.94004 -0.002836 -3270.604164 -7.267366 0.054856
22.6 -0.000372 -0.001243 0.004155 -0.002196 -0.001048 -0.001941 -440.57116 -169.955473 -0.000119 -502.920207 144.942759 -0.002772 -3270.252649 -7.254341 0.048668
22.8 -0.000974 -0.000918 0.005257 -0.002092 -0.001406 -0.001904 -440.56708 -169.955425 -0.000119 -502.889561 144.946601 -0.002675 -3269.872363 -7.239114 0.041529
23 -0.001591 -0.000559 0.006341 -0.001945 -0.001762 -0.001828 -440.562533 -169.955547 -0.000154 -502.856638 144.951579 -0.002544 -3269.470027 -7.22183 0.033556
23.2 -0.00221 -0.000172 0.007385 -0.001757 -0.002109 -0.001715 -440.557612 -169.955837 -0.000221 -502.822135 144.957679 -0.00237 -3269.053691 -7.202694 0.024882
23.4 -0.002821 0.000238 0.008367 -0.00153 -0.002441 -0.001564 -440.55243 -169.956289 -0.000323 -502.786863 144.96485 -0.002157 -3268.632806 -7.181951 0.01566
23.6 -0.00341 0.000663 0.009265 -0.001264 -0.002751 -0.001379 -440.54711 -169.956894 -0.000454 -502.751683 144.973006 -0.00191 -3268.217142 -7.159906 0.006051
23.8 -0.003965 0.001095 0.010056 -0.000965 -0.003032 -0.001161 -440.541765 -169.957646 -0.000609 -502.717452 144.982027 -0.001627 -3267.816491 -7.136905 -0.00377
24 -0.004474 0.001528 0.010721 -0.000635 -0.003278 -0.000914 -440.536502 -169.958538 -0.000783 -502.684958 144.991763 -0.001314 -3267.440256 -7.113332 -0.013626
24.2 -0.004923 0.001952 0.011239 -0.00028 -0.003484 -0.000641 -440.531437 -169.95957 -0.000967 -502.654908 145.00204 -0.000978 -3267.097024 -7.089604 -0.023336
24.4 -0.005303 0.002359 0.011592 9.5E-05 -0.003643 -0.000347 -440.526665 -169.960737 -0.00116 -502.627917 145.012668 -0.000635 -3266.794551 -7.066165 -0.032718
24.6 -0.005602 0.002741 0.011764 0.000484 -0.003751 -3.7E-05 -440.522276 -169.962033 -0.001364 -502.604538 145.023447 -0.000294 -3266.539932 -7.043473 -0.041598
24.8 -0.005811 0.003089 0.011743 0.000879 -0.003805 0.000283 -440.518348 -169.963446 -0.001583 -502.585297 145.034172 3.8E-05 -3266.339784 -7.021987 -0.049807
25 -0.005925 0.003397 0.011519 0.001274 -0.003802 0.000609 -440.514974 -169.964954 -0.001814 -502.570717 145.044631 0.00035 -3266.200279 -7.002161 -0.057188
25.2 -0.005935 0.003657 0.011084 0.001662 -0.003741 0.000933 -440.512263 -169.966532 -0.00205 -502.561307 145.054609 0.000632 -3266.12727 -6.984432 -0.063597
25.4 -0.00584 0.003862 0.010436 0.002034 -0.003621 0.00125 -440.51031 -169.968145 -0.002285 -502.557533 145.063885 0.000877 -3266.125834 -6.969212 -0.068906
25.6 -0.005636 0.004008 0.009576 0.002384 -0.003442 0.001554 -440.509189 -169.969752 -0.002517 -502.559826 145.072241 0.001081 -3266.199905 -6.956881 -0.073004
25.8 -0.005325 0.004089 0.008509 0.002705 -0.003206 0.00184 -440.508968 -169.97131 -0.00274 -502.568533 145.079462 0.001244 -3266.352042 -6.947768 -0.075801
26 -0.004909 0.004103 0.007244 0.002989 -0.002916 0.002101 -440.509718 -169.972778 -0.002951 -502.58382 145.085342 0.001366 -3266.582698 -6.942158 -0.077224
26.2 -0.004392 0.004047 0.005795 0.00323 -0.002576 0.002333 -440.511477 -169.974115 -0.003144 -502.605631 145.089696 0.001449 -3266.890249 -6.940278 -0.077226
26.4 -0.00378 0.00392 0.004178 0.003423 -0.00219 0.002531 -440.514219 -169.975286 -0.003316 -502.633696 145.092361 0.001491 -3267.270791 -6.942288 -0.075781
26.6 -0.003082 0.003722 0.002415 0.003562 -0.001763 0.002691 -440.517883 -169.976262 -0.003463 -502.667573 145.093214 0.001488 -3267.718326 -6.948284 -0.072884
26.8 -0.002308 0.003455 0.000531 0.003645 -0.001303 0.002809 -440.522404 -169.97702 -0.003575 -502.706656 145.092173 0.00143 -3268.225035 -6.958294 -0.068555
27 -0.00147 0.003122 -0.001448 0.003667 -0.000815 0.002882 -440.527733 -169.977542 -0.003648 -502.750227 145.089197 0.001318 -3268.7821 -6.972269 -0.06284
27.2 -0.000581 0.002726 -0.003489 0.003627 -0.000306 0.002908 -440.533774 -169.977811 -0.00369 -502.797517 145.08429 0.001156 -3269.379696 -6.990094 -0.055807
27.4 0.000345 0.002272 -0.005562 0.003523 0.000215 0.002886 -440.54041 -169.977813 -0.003705 -502.847747 145.077493 0.000947 -3270.007651 -7.011594 -0.047559
27.6 0.001293 0.001766 -0.007631 0.003357 0.000741 0.002815 -440.547535 -169.97754 -0.003689 -502.900134 145.068885 0.00069 -3270.655695 -7.036521 -0.038218
27.8 0.002247 0.001216 -0.009661 0.003129 0.001266 0.002694 -440.555063 -169.976988 -0.003649 -502.95389 145.058576 0.000389 -3271.313366 -7.064601 -0.027969
28 0.00319 0.000631 -0.011616 0.002842 0.00178 0.002527 -440.562901 -169.97616 -0.003579 -503.008211 145.046701 5E-05 -3271.970058 -7.095426 -0.016914
28.2 0.004106 1.7E-05 -0.013461 0.002499 0.002278 0.002313 -440.570917 -169.97506 -0.00347 -503.062252 145.033425 -0.000314 -3272.614944 -7.128659 -0.005342
28.4 0.004979 -0.000613 -0.015161 0.002105 0.002752 0.002057 -440.578965 -169.973705 -0.003328 -503.115107 145.018937 -0.000694 -3273.236967 -7.163799 0.006605
28.6 0.005793 -0.001251 -0.016682 0.001666 0.003195 0.001761 -440.586908 -169.972115 -0.003166 -503.165817 145.003452 -0.00108 -3273.824922 -7.200391 0.018661
28.8 0.006532 -0.001886 -0.017992 0.001189 0.003602 0.001431 -440.594601 -169.97032 -0.00299 -503.213402 144.987211 -0.001464 -3274.367856 -7.237911 0.030587
29 0.007183 -0.002507 -0.019063 0.000679 0.003966 0.001072 -440.601893 -169.968353 -0.002799 -503.256902 144.970479 -0.001843 -3274.855006 -7.275825 0.042137
29.2 0.007733 -0.003103 -0.019868 0.000146 0.004283 0.000688 -440.608624 -169.966252 -0.002586 -503.295425 144.953537 -0.002214 -3275.276711 -7.313562 0.053075
29.4 0.008169 -0.003664 -0.020386 -0.000402 0.004547 0.000287 -440.61466 -169.964056 -0.002344 -503.328185 144.936677 -0.002582 -3275.624512 -7.350535 0.063176
29.6 0.008483 -0.004179 -0.020598 -0.000956 0.004755 -0.000126 -440.61989 -169.961809 -0.002074 -503.35454 144.920192 -0.002943 -3275.891271 -7.386147 0.072242
29.8 0.008666 -0.00464 -0.02049 -0.001508 0.004902 -0.000542 -440.624237 -169.959553 -0.001786 -503.374009 144.904373 -0.00329 -3276.071595 -7.419789 0.080099
